ID,V2,V5,V6,DrivingStyle
DR_57734,918,4913,3,2
DR_35606,1259,8476,2,2
DR_62449,639,1668,2,2
DR_22624,1704,15380,5,1
DR_30220,549,1608,2,2
DR_70602,538,1800,2,2
DR_69039,1661,14635,5,2
DR_16271,1647,9511,3,2
DR_49935,611,2144,2,2
DR_49221,582,1878,2,2
DR_52143,1256,7236,2,2
DR_27772,1033,3015,3,1
DR_69073,1038,3044,4,2
DR_33729,533,1792,2,2
DR_62058,1683,29455,6,2
DR_55996,1672,11622,4,3
DR_43058,597,1738,2,2
DR_18585,1682,10737,4,3
DR_40523,1712,13379,4,1
DR_46280,636,2329,2,3
DR_50656,1729,10643,5,1
DR_56064,1712,23848,6,3
DR_63079,1106,2435,3,3
DR_50384,2010,16332,5,3
DR_49651,604,1862,2,3
DR_12155,1309,4023,5,3
DR_38296,1249,3774,4,2
DR_24172,2029,14849,5,3
DR_14750,1531,15561,6,2
DR_31598,1715,27857,6,3
DR_22148,2037,23085,6,2
DR_38126,1981,4757,5,1
DR_62765,1727,8249,4,3
DR_10033,1724,19750,6,3
DR_58482,2055,21436,6,1
DR_38664,550,1438,2,2
DR_69392,1783,21116,6,1
DR_46968,1763,29777,6,3
DR_47240,1713,20482,6,1
DR_10939,2030,20708,5,2
DR_53915,1893,5650,5,2
DR_60756,1712,27810,6,1
DR_27913,1719,23659,6,2
DR_33415,1685,26714,6,2
DR_47455,2041,19557,5,1
DR_21731,2044,21692,6,3
DR_35327,2005,14323,5,2
DR_62931,2023,13707,5,1
DR_22254,1736,24265,6,2
DR_26719,1811,29662,6,1
DR_11264,1728,25384,6,2
DR_6437,2019,14962,5,2
DR_40314,1719,28922,6,2
DR_10695,1710,22011,6,2
DR_56035,1995,20530,5,1
DR_12777,1739,25655,6,1
DR_64635,1953,13750,5,1
DR_34346,652,2106,2,2
DR_23311,568,1668,2,3
DR_11306,1675,15186,5,3
DR_17701,1729,6330,4,2
DR_34343,1719,14600,4,1
DR_48377,904,3656,2,2
DR_50638,532,1358,2,2
DR_51244,1709,24043,5,1
DR_42580,617,2479,2,1
DR_17006,1715,20743,5,2
DR_12402,569,1490,2,1
DR_29532,555,2235,2,1
DR_42609,1065,8013,2,2
DR_58190,987,8627,2,2
DR_49860,542,940,2,2
DR_68600,1709,18507,6,2
DR_32065,577,1465,2,2
DR_51120,599,1470,2,2
DR_64482,1848,9716,4,1
DR_47268,1269,2862,4,2
DR_52682,584,843,2,2
DR_42724,1145,4887,4,2
DR_18841,641,2034,2,2
DR_21298,1733,9652,4,1
DR_42429,1739,20361,6,2
DR_32871,1679,12295,5,3
DR_48291,1693,10395,5,3
DR_18188,1633,13088,4,2
DR_32453,955,3141,4,3
DR_10465,543,1986,2,2
DR_11878,573,2111,2,2
DR_71553,1730,11294,5,3
DR_39538,1675,18223,5,3
DR_34240,526,1381,2,2
DR_46615,1206,3095,3,3
DR_16820,1971,9382,4,3
DR_44021,1740,28771,6,1
DR_16593,1668,20305,5,3
DR_45453,1662,23478,5,3
DR_16728,541,1261,2,3
DR_10023,552,1289,2,2
DR_66436,1667,19771,5,1
DR_63423,1770,28653,6,2
DR_44028,1713,14103,5,2
DR_16117,1941,19392,6,3
DR_37843,1739,7487,5,1
DR_35078,1734,14305,5,1
DR_19824,1745,11781,6,1
DR_10871,1740,24603,6,3
DR_36996,569,1522,2,2
DR_26504,775,2901,2,3
DR_52951,1651,19872,6,2
DR_55789,1719,33186,6,2
DR_63189,1710,24755,6,1
DR_42407,1068,8198,2,2
DR_41632,858,2793,3,3
DR_48538,2081,25616,5,1
DR_26586,1915,28050,6,2
DR_20120,1765,24111,6,3
DR_28848,1715,24612,6,2
DR_18380,559,1691,2,2
DR_41440,2040,16184,5,2
DR_42666,1985,14269,4,2
DR_56783,1997,17483,5,1
DR_10271,2042,21642,5,1
DR_7203,1714,18509,6,2
DR_71730,1691,15755,6,2
DR_61094,2085,23448,5,2
DR_58575,1710,19745,6,1
DR_41464,1970,8821,6,1
DR_49184,1714,19810,6,2
DR_26464,1681,19322,6,3
DR_21584,1292,11343,6,2
DR_57574,1972,10858,4,2
DR_25575,1642,24965,6,2
DR_37823,1709,18989,5,1
DR_16596,594,1558,2,2
DR_34194,979,7359,2,2
DR_27219,936,2660,4,3
DR_24653,1698,13176,5,3
DR_62026,1669,12315,5,3
DR_4313,1724,24969,6,2
DR_44730,626,2908,2,2
DR_37519,1694,11033,4,2
DR_20673,1239,8549,2,2
DR_21761,1694,12354,5,2
DR_42633,920,2781,4,2
DR_72704,1739,28486,6,2
DR_11281,969,15439,3,2
DR_22116,1705,30772,6,2
DR_13072,1688,25128,5,1
DR_20351,1286,1695,3,2
DR_66020,712,2351,2,2
DR_41005,1774,18068,5,2
DR_32514,553,1932,2,2
DR_48846,1730,28380,6,2
DR_71766,590,1987,2,1
DR_16428,569,1381,2,3
DR_13876,1692,13720,5,2
DR_51995,546,1542,2,2
DR_29431,927,1597,3,3
DR_50046,1716,26212,6,2
DR_60058,533,507,2,2
DR_14778,1626,16027,5,3
DR_52943,1688,12130,4,2
DR_70310,506,1666,2,3
DR_40189,605,1938,2,2
DR_13702,1716,17766,6,2
DR_29587,1717,17096,5,3
DR_60985,1716,16699,6,3
DR_61250,881,3717,2,3
DR_5688,1720,28424,6,1
DR_62038,1713,18340,6,2
DR_42184,1692,23556,5,2
DR_43530,1715,15460,6,3
DR_40114,560,1937,2,2
DR_29917,556,2120,2,3
DR_15442,1994,29915,6,3
DR_59779,563,1880,2,2
DR_66740,550,1627,2,1
DR_50194,1410,14596,6,3
DR_18751,1674,19352,6,2
DR_35640,1715,26660,6,3
DR_6029,1719,11415,5,1
DR_12933,1215,4229,4,2
DR_73544,1718,21791,6,1
DR_40356,1766,18883,5,2
DR_64685,1986,27014,5,2
DR_53787,1742,26461,6,1
DR_28888,1737,29052,6,2
DR_31227,2096,22642,5,2
DR_51339,2035,12665,5,2
DR_65587,2033,19708,5,1
DR_37281,1690,21012,6,3
DR_19657,1963,12864,4,1
DR_10885,2010,17673,5,2
DR_33078,576,2482,2,3
DR_4664,1731,9374,5,1
DR_65598,2012,20949,6,3
DR_22022,2016,25174,6,2
DR_28211,547,1991,2,2
DR_69055,580,2060,2,3
DR_18575,1680,26000,5,3
DR_60482,630,1993,2,2
DR_58233,1708,20593,4,2
DR_47138,1014,3556,3,2
DR_62351,550,1992,2,2
DR_71118,1679,18378,5,3
DR_62507,652,1957,2,2
DR_45821,576,2418,2,2
DR_30686,1906,8060,3,1
DR_38477,1668,19732,5,2
DR_5089,565,1653,2,2
DR_10531,577,1436,2,2
DR_50102,963,2038,4,2
DR_26930,556,1332,2,2
DR_56246,567,1819,2,1
DR_18525,1689,12009,5,2
DR_4551,994,2687,4,2
DR_13201,595,1914,2,2
DR_35007,527,1849,2,2
DR_34348,1688,12335,4,2
DR_71215,1633,5297,5,2
DR_38505,538,2058,2,2
DR_35140,591,1734,2,1
DR_52357,591,1609,2,3
DR_23572,1648,11734,5,2
DR_22622,558,1106,2,3
DR_43416,1722,16646,5,3
DR_15271,563,1411,2,1
DR_35918,554,1773,2,2
DR_23903,527,1669,2,3
DR_38132,1718,15914,5,2
DR_10388,1731,19450,6,1
DR_47201,542,1449,2,3
DR_25805,516,1534,2,3
DR_58037,590,2117,2,3
DR_42793,498,1564,2,3
DR_16758,555,1493,2,3
DR_71651,1287,3119,3,2
DR_73723,588,2445,2,2
DR_58578,1714,16235,6,1
DR_69501,1713,15314,6,1
DR_15242,571,2022,2,2
DR_5808,557,2052,2,2
DR_40423,2075,21175,6,1
DR_37874,559,1944,2,3
DR_40781,1732,12224,6,1
DR_18412,1666,16421,6,3
DR_38878,1711,27749,5,1
DR_58892,566,1680,2,2
DR_60059,1693,22315,6,2
DR_10349,579,1482,2,3
DR_10159,537,1352,2,3
DR_54147,1678,18802,6,2
DR_35679,1723,21674,6,2
DR_42782,760,3259,3,3
DR_5612,1475,7631,5,2
DR_27279,517,1332,2,3
DR_69747,1763,14607,6,3
DR_63978,1717,23194,6,1
DR_58221,1053,8184,2,2
DR_34958,1714,18573,5,2
DR_11343,1709,13031,5,2
DR_32111,1658,8701,5,3
DR_30027,2044,14569,5,1
DR_10913,552,1747,2,1
DR_60772,648,2430,2,3
DR_74948,567,1739,2,1
DR_49394,1677,17129,6,3
DR_30966,574,1262,2,3
DR_32979,645,2476,2,2
DR_21749,1274,7089,2,2
DR_64805,588,1869,2,3
DR_45327,1696,25598,6,1
DR_63254,994,2835,4,3
DR_64671,1098,2387,3,2
DR_69097,552,1641,2,2
DR_7097,563,1591,2,2
DR_32137,509,1818,2,2
DR_53614,596,2547,2,2
DR_70339,561,1525,2,2
DR_28841,530,1647,2,2
DR_45039,529,1244,2,2
DR_17466,633,2379,2,2
DR_70693,595,1727,2,2
DR_40240,550,1888,2,2
DR_33965,851,4467,2,2
DR_41355,536,1749,2,2
DR_43095,562,1386,2,2
DR_37893,527,1733,2,2
DR_65226,761,2191,2,1
DR_52461,553,1677,2,2
DR_27544,527,1471,2,3
DR_21759,505,1636,2,3
DR_51051,549,1587,2,2
DR_42682,590,2032,2,2
DR_48556,565,1642,2,3
DR_34811,529,1171,2,2
DR_64095,540,1628,2,1
DR_27235,546,1572,2,3
DR_53141,549,1379,2,3
DR_24585,559,1940,2,2
DR_11768,526,1541,2,2
DR_57849,540,1512,2,3
DR_59644,574,1671,2,2
DR_74985,538,1797,2,2
DR_54447,529,1529,2,2
DR_52211,553,2232,2,2
DR_26857,565,2160,2,2
DR_15999,543,1504,2,2
DR_38748,544,1446,2,2
DR_49970,549,2197,2,3
DR_65814,538,2272,2,2
DR_21463,550,1355,2,3
DR_47266,564,766,2,3
DR_13353,531,1667,2,2
DR_36795,538,1694,2,2
DR_6668,542,1583,2,3
DR_4132,567,1242,2,3
DR_55920,587,1432,2,2
DR_63212,580,2288,2,3
DR_52947,556,1778,2,3
DR_29126,1711,18462,6,1
DR_51318,532,1716,2,3
DR_14015,1268,5679,2,3
DR_39639,1956,21470,6,1
DR_57211,1042,2334,4,3
DR_57190,1706,22206,6,2
DR_65603,1970,20077,6,2
DR_50005,1690,19269,6,3
DR_31153,1996,16070,6,2
DR_24049,554,2074,2,2
DR_46915,710,3240,2,2
DR_68360,1723,14345,5,1
DR_34039,545,1509,2,2
DR_59462,1228,4453,4,2
DR_50823,497,1520,2,1
DR_30539,532,1731,2,2
DR_53851,514,1385,2,2
DR_51859,565,1973,2,2
DR_30753,1714,18353,6,2
DR_32502,534,1139,2,2
DR_64265,584,1498,2,2
DR_66280,551,1675,2,2
DR_46423,565,1750,2,2
DR_13196,573,1806,2,2
DR_41805,555,1780,2,2
DR_20641,561,1821,2,2
DR_39698,521,1247,2,2
DR_39446,586,1480,2,2
DR_54004,552,1245,2,2
DR_29680,553,1534,2,2
DR_49530,523,1779,2,2
DR_22918,557,1601,2,2
DR_23792,546,2230,2,2
DR_37596,541,992,2,2
DR_55874,583,2043,2,2
DR_43061,538,2372,2,2
DR_7224,553,2039,2,2
DR_31741,533,1738,2,3
DR_62454,583,2130,2,1
DR_44372,545,1746,2,2
DR_58223,572,1794,2,3
DR_54589,526,1646,2,2
DR_70137,556,1424,2,2
DR_51011,544,1677,2,2
DR_32271,550,1829,2,2
DR_64675,567,1711,2,2
DR_37811,565,1954,2,3
DR_58225,553,1594,2,3
DR_44258,524,2025,2,3
DR_71845,530,1076,2,2
DR_58344,592,1976,2,1
DR_10725,581,1979,2,2
DR_14152,531,1396,2,2
DR_48603,549,1538,2,2
DR_28935,586,2464,2,2
DR_39521,558,1889,2,3
DR_22382,627,3092,2,2
DR_25611,580,1769,2,2
DR_36685,566,1685,2,3
DR_54881,554,1815,2,3
DR_52513,569,1949,2,3
DR_10139,605,2053,2,3
DR_48001,552,2058,2,2
DR_44963,518,1522,2,3
DR_31008,552,2242,2,2
DR_41317,2032,19600,5,2
DR_36235,765,2790,2,3
DR_33656,582,2159,2,3
DR_64415,591,1925,2,3
DR_38905,393,766,2,3
DR_54037,521,1316,2,2
DR_62227,552,1403,2,3
DR_49940,592,2075,2,3
DR_24551,559,1615,2,2
DR_43408,554,1758,2,3
DR_58336,517,1346,2,3
DR_44769,513,1924,2,2
DR_42672,773,3420,2,3
DR_51610,1681,22653,5,2
DR_10797,596,2284,2,2
DR_23483,1736,27521,6,3
DR_25504,492,1293,2,3
DR_23642,547,1592,2,3
DR_59311,554,1438,2,3
DR_40211,629,2928,2,2
DR_6902,573,1400,2,2
DR_69996,526,1712,2,2
DR_54252,567,1078,2,2
DR_10268,547,1389,2,2
DR_52622,578,1615,2,2
DR_40906,609,2030,2,2
DR_51833,502,1509,2,2
DR_43602,575,1580,2,2
DR_53429,546,1587,2,2
DR_27330,551,1575,2,2
DR_12621,535,1260,2,2
DR_33477,557,1623,2,2
DR_43034,540,1464,2,2
DR_58979,557,1277,2,2
DR_22269,518,2213,2,2
DR_57268,559,1474,2,2
DR_22540,556,1845,2,2
DR_32720,559,1238,2,1
DR_17752,580,1952,2,2
DR_10746,543,1925,2,3
DR_36587,493,1198,2,2
DR_7087,560,1604,2,2
DR_38244,542,1442,2,2
DR_18607,559,1983,2,2
DR_20932,560,2369,2,2
DR_24558,562,2105,2,2
DR_52152,571,1464,2,2
DR_70554,584,1535,2,3
DR_11311,553,1620,2,2
DR_50969,549,1736,2,3
DR_13381,554,1622,2,2
DR_26630,562,1476,2,3
DR_46504,583,1225,2,2
DR_48766,563,1635,2,2
DR_51854,553,1530,2,2
DR_64140,549,1871,2,2
DR_72963,566,1655,2,3
DR_54390,554,1657,2,2
DR_21157,1675,18404,5,3
DR_12997,1703,27044,6,2
DR_29150,758,2411,2,3
DR_66502,560,1988,2,3
DR_73483,595,1988,2,2
DR_20787,589,1426,2,2
DR_34962,603,2423,2,2
DR_64683,587,1931,2,2
DR_35377,625,2522,2,3
DR_66401,549,2314,2,2
DR_10829,620,2705,2,3
DR_73308,659,2159,2,3
DR_74276,1986,13202,5,1
DR_46980,524,1680,2,3
DR_71868,917,2114,3,2
DR_29514,589,1379,2,2
DR_27997,527,1314,2,3
DR_69053,1016,2494,4,3
DR_41037,722,2659,2,3
DR_74952,1710,12205,4,1
DR_27690,1694,11979,4,3
DR_73205,625,1914,2,2
DR_14888,1726,18571,5,2
DR_64926,1695,20570,6,3
DR_5309,1772,14999,5,1
DR_26278,593,2013,2,3
DR_21388,563,2140,2,3
DR_46270,597,2402,2,3
DR_5471,582,2195,2,3
DR_20676,1745,27108,6,1
DR_36644,584,1791,2,2
DR_60070,571,1709,2,2
DR_12485,1429,6339,4,2
DR_4729,573,2327,2,2
DR_60450,575,3031,2,2
DR_70290,573,1536,2,2
DR_70692,981,5698,2,2
DR_27640,563,2115,2,2
DR_35108,566,1372,2,2
DR_63385,550,1834,2,2
DR_35570,528,2243,2,2
DR_64152,575,2159,2,2
DR_37590,527,1883,2,2
DR_18323,562,1763,2,2
DR_14320,1673,15399,5,2
DR_49898,538,1474,2,2
DR_19773,571,1988,2,2
DR_56766,564,1886,2,2
DR_49915,598,2035,2,1
DR_66295,540,1407,2,2
DR_57589,555,1450,2,2
DR_18788,1674,17036,5,2
DR_12112,703,2023,2,3
DR_20616,529,1386,2,2
DR_21459,1948,12292,6,1
DR_24083,1698,13144,5,2
DR_50546,548,1730,2,2
DR_30809,560,1180,2,3
DR_71927,568,2251,2,2
DR_48877,528,1681,2,3
DR_26844,581,1796,2,2
DR_34030,553,1333,2,3
DR_14933,1702,13160,5,1
DR_75171,573,2047,2,3
DR_27851,1688,25674,6,3
DR_42529,527,1516,2,3
DR_63509,1158,3092,3,2
DR_17347,642,2352,2,3
DR_11473,614,2252,2,3
DR_59530,561,1569,2,2
DR_59342,523,2047,2,2
DR_32968,1794,19084,6,3
DR_69225,1697,24143,5,2
DR_53360,1232,15687,4,2
DR_21943,1923,31862,7,3
DR_73286,1991,23169,6,2
DR_66245,1658,13109,5,2
DR_18044,1564,7084,5,3
DR_56973,1185,2516,4,3
DR_6004,1997,19193,5,2
DR_30412,1951,20290,6,1
DR_46812,1977,8660,4,1
DR_13859,1736,19501,6,2
DR_56288,2018,13479,5,2
DR_65349,2046,17304,5,2
DR_47607,2018,20197,6,1
DR_32345,2008,18059,6,1
DR_16260,1143,13805,3,2
DR_32235,1195,8890,3,2
DR_65422,1688,23601,6,3
DR_16749,530,1633,2,3
DR_38266,552,1711,2,3
DR_12946,1692,17072,5,2
DR_59440,508,1915,2,3
DR_59631,611,1940,2,2
DR_19700,585,1431,2,3
DR_32426,571,1243,2,3
DR_40246,577,2344,2,3
DR_30057,534,2328,2,2
DR_71914,808,2362,4,2
DR_24563,1736,18943,6,2
DR_26532,631,1970,2,2
DR_47072,566,1925,2,2
DR_46843,603,629,2,2
DR_70190,585,1726,2,2
DR_21708,551,1686,2,2
DR_33395,559,2029,2,2
DR_53821,2026,17810,5,1
DR_12011,569,1945,2,2
DR_27159,524,1591,2,2
DR_57840,589,1849,2,2
DR_60921,534,1207,2,2
DR_54563,521,1594,2,1
DR_15433,633,2645,2,3
DR_4156,536,1613,2,3
DR_67546,555,1776,2,3
DR_52199,542,777,2,2
DR_27856,560,1620,2,3
DR_70791,561,2096,2,2
DR_41841,563,1612,2,2
DR_38515,562,1585,2,2
DR_42091,564,1109,2,2
DR_49616,545,1779,2,3
DR_27759,540,1995,2,2
DR_30675,598,2625,2,3
DR_68558,567,1630,2,3
DR_42193,570,1354,2,3
DR_40151,563,1859,2,2
DR_50735,571,2023,2,3
DR_54713,513,1488,2,3
DR_60098,2001,13519,6,2
DR_73417,573,1724,2,2
DR_66989,1664,21694,6,2
DR_35380,573,1685,2,2
DR_58324,488,1524,2,2
DR_22926,602,1583,2,3
DR_18908,597,2249,2,3
DR_19894,1809,22030,6,3
DR_20372,711,8227,2,2
DR_69041,503,798,2,3
DR_54091,1957,13824,4,1
DR_73786,1696,24525,6,1
DR_4304,551,1904,2,3
DR_25438,564,1917,2,3
DR_61603,1581,11105,6,3
DR_17386,2036,21457,6,3
DR_41833,1710,18792,6,1
DR_47388,603,2653,2,2
DR_17259,523,1735,2,2
DR_56498,558,1373,2,2
DR_49635,541,1482,2,3
DR_10183,555,1381,2,2
DR_42883,537,1738,2,1
DR_52773,567,1483,2,2
DR_28992,561,1380,2,1
DR_53151,558,1373,2,3
DR_52765,555,1673,2,2
DR_42260,562,1385,2,1
DR_11331,543,1057,2,3
DR_38251,552,1714,2,1
DR_32686,566,1777,2,1
DR_49866,571,1830,2,2
DR_13269,561,1018,2,1
DR_16355,539,1568,2,2
DR_34806,570,1493,2,2
DR_56083,536,1539,2,2
DR_35549,523,1497,2,2
DR_60387,571,1265,2,3
DR_20030,571,1871,2,3
DR_39576,526,1410,2,3
DR_5908,721,1471,2,3
DR_55812,492,1096,2,1
DR_50271,562,1566,2,2
DR_47075,426,845,2,2
DR_13230,525,1833,2,2
DR_18774,578,2107,2,2
DR_74307,553,1389,2,2
DR_23086,519,1794,2,2
DR_68944,579,1242,2,2
DR_39354,543,1576,2,2
DR_41072,546,1887,2,2
DR_36494,564,1311,2,1
DR_53609,557,1549,2,2
DR_22620,540,1680,2,1
DR_34274,553,1369,2,2
DR_18576,543,2155,2,2
DR_56833,564,1700,2,2
DR_19464,557,1215,2,2
DR_14652,598,2691,2,2
DR_31782,565,1537,2,2
DR_31180,542,1966,2,2
DR_52314,569,1738,2,2
DR_25557,564,2078,2,3
DR_56981,548,1755,2,1
DR_21602,569,1247,2,1
DR_17969,535,1690,2,2
DR_4908,556,1304,2,2
DR_47871,575,1962,2,3
DR_25218,547,1987,2,2
DR_35951,574,1942,2,3
DR_34885,577,1605,2,3
DR_18747,540,2198,2,3
DR_53169,572,1896,2,3
DR_21325,538,2586,2,3
DR_12371,571,1292,2,3
DR_5898,575,1761,2,3
DR_37956,544,1705,2,2
DR_32539,550,1705,2,3
DR_39613,570,1465,2,3
DR_13752,559,1794,2,2
DR_22505,539,1286,2,2
DR_49456,579,1696,2,2
DR_69007,573,1267,2,3
DR_16600,563,1564,2,3
DR_42850,517,1272,2,2
DR_16465,556,1513,2,3
DR_30697,555,1922,2,2
DR_35050,534,1687,2,3
DR_4690,552,1435,2,2
DR_24510,525,1386,2,3
DR_37420,548,1278,2,2
DR_48590,502,1451,2,2
DR_5660,589,1753,2,3
DR_39013,584,1678,2,3
DR_22393,543,1640,2,2
DR_25265,528,1786,2,2
DR_12607,520,1508,2,3
DR_45151,695,2699,2,1
DR_11668,554,1474,2,3
DR_35094,471,1044,2,3
DR_10121,1972,10264,4,2
DR_72661,776,6487,2,3
DR_4974,644,1862,2,2
DR_28951,593,2707,2,2
DR_52485,556,1447,2,2
DR_28582,540,1683,2,1
DR_72656,582,2477,2,2
DR_50839,561,1647,2,2
DR_61571,554,1249,2,3
DR_24561,557,1810,2,3
DR_70013,534,1727,2,3
DR_19460,535,1950,2,2
DR_6001,560,1400,2,2
DR_54649,553,1768,2,3
DR_53431,525,1638,2,3
DR_14183,553,1540,2,2
DR_31291,574,1473,2,3
DR_54839,539,1497,2,2
DR_48507,585,1773,2,2
DR_48188,544,1317,2,3
DR_58458,538,1698,2,3
DR_69696,517,1435,2,3
DR_55955,581,1434,2,3
DR_14809,640,2233,2,3
DR_14659,605,1543,2,2
DR_30858,1706,24728,6,3
DR_35278,509,1441,2,2
DR_24701,562,1713,2,3
DR_44672,597,2410,2,2
DR_38658,564,2297,2,2
DR_57851,601,2420,2,3
DR_40607,535,1731,2,2
DR_44892,785,2173,3,2
DR_53802,496,1295,2,2
DR_18885,962,2722,4,2
DR_75178,966,1906,3,3
DR_27730,561,1826,2,3
DR_54808,505,1551,2,2
DR_38815,526,1689,2,2
DR_47482,550,1739,2,3
DR_23840,640,1504,2,3
DR_14128,567,2119,2,3
DR_26783,539,1145,2,1
DR_71463,554,1450,2,3
DR_35591,559,1805,2,2
DR_49243,545,1916,2,2
DR_59997,590,1641,2,2
DR_22916,559,1679,2,2
DR_20478,561,1747,2,2
DR_56619,542,1939,2,2
DR_14943,554,1467,2,2
DR_62477,531,1524,2,2
DR_5236,527,1259,2,2
DR_33825,527,1316,2,2
DR_49549,573,1163,2,2
DR_17594,541,1927,2,2
DR_55121,579,1617,2,2
DR_33887,569,1587,2,2
DR_21926,572,2001,2,2
DR_35877,573,1803,2,2
DR_52099,556,1661,2,2
DR_43888,544,1442,2,2
DR_68331,558,1212,2,3
DR_58888,585,1478,2,2
DR_73873,540,1782,2,2
DR_24066,539,1248,2,3
DR_61883,529,2067,2,2
DR_68206,540,1156,2,1
DR_17275,548,1132,2,3
DR_71902,580,1526,2,2
DR_62118,564,1642,2,3
DR_16735,571,1600,2,2
DR_49074,540,1225,2,2
DR_53899,559,1424,2,1
DR_71897,566,1255,2,3
DR_11788,550,1679,2,2
DR_57804,599,1542,2,1
DR_20379,550,2268,2,2
DR_44626,551,1313,2,3
DR_71658,503,1836,2,2
DR_67695,558,1872,2,3
DR_35251,532,1186,2,1
DR_6042,547,2456,2,1
DR_31202,509,1666,2,3
DR_67799,567,1819,2,1
DR_12197,521,1566,2,2
DR_50125,1718,22086,6,2
DR_23276,468,636,2,1
DR_69737,600,1755,2,2
DR_57095,1241,3466,4,3
DR_66171,619,2656,2,2
DR_60497,512,1428,2,3
DR_35196,603,2420,2,1
DR_17335,727,3704,3,2
DR_5626,561,1832,2,1
DR_44624,534,1800,2,3
DR_18136,507,825,2,1
DR_5981,499,1318,2,1
DR_33175,532,1861,2,2
DR_57798,1700,12727,5,1
DR_74016,544,1703,2,2
DR_23327,937,7614,3,2
DR_24820,598,1693,2,1
DR_58108,772,3021,2,1
DR_37949,629,2098,2,1
DR_17662,545,1618,2,3
DR_65352,562,1625,2,3
DR_24668,526,1236,2,3
DR_5343,548,1358,2,3
DR_18567,551,1705,2,2
DR_35758,561,1633,2,2
DR_19147,529,1245,2,2
DR_64765,568,1690,2,2
DR_32321,544,1394,2,2
DR_38070,556,1381,2,2
DR_42824,553,1467,2,2
DR_26405,579,2067,2,2
DR_33635,560,1242,2,2
DR_4509,552,1049,2,2
DR_50650,547,1046,2,1
DR_30897,567,1104,2,2
DR_43485,570,1749,2,2
DR_26753,568,1793,2,2
DR_64777,568,1555,2,2
DR_66946,558,1625,2,2
DR_7351,586,1935,2,3
DR_31871,567,2179,2,2
DR_59157,532,1496,2,2
DR_64300,556,1167,2,2
DR_42574,536,1259,2,3
DR_38560,584,2093,2,2
DR_51126,536,940,2,1
DR_61362,574,1154,2,3
DR_15562,556,2686,2,3
DR_73127,561,1188,2,2
DR_65911,556,1568,2,3
DR_47532,578,1987,2,3
DR_19675,611,1683,2,3
DR_68689,558,2092,2,3
DR_16175,565,1580,2,1
DR_54618,602,1878,2,1
DR_15312,552,1355,2,1
DR_7001,537,1246,2,3
DR_14340,942,3112,4,1
DR_24594,882,5534,3,1
DR_27094,538,1249,2,2
DR_43221,543,1158,2,1
DR_13746,529,1798,2,1
DR_13183,1960,12490,4,1
DR_69910,510,1436,2,1
DR_32764,821,954,3,1
DR_51009,1729,27410,6,1
DR_46064,2003,13787,5,1
DR_51225,1747,24800,6,1
DR_59544,1720,13835,6,1
DR_22039,564,1649,2,1
DR_11544,695,1996,2,1
DR_39115,1277,2913,4,2
DR_28930,577,2047,2,1
DR_40231,506,782,2,1
DR_45815,593,1949,2,2
DR_39584,628,1827,2,1
DR_11952,537,1746,2,2
DR_26248,644,1816,2,3
DR_54707,585,1926,2,2
DR_7356,635,2103,2,2
DR_19260,572,1710,2,2
DR_34391,1646,10607,5,2
DR_52541,567,1105,2,2
DR_25985,582,1661,2,2
DR_62205,1685,15540,4,2
DR_17542,557,1801,2,2
DR_18170,523,1115,2,2
DR_46363,521,1768,2,2
DR_18863,953,8018,2,2
DR_16598,683,3151,2,1
DR_18154,969,2085,4,2
DR_54214,559,1895,2,2
DR_62567,527,1399,2,2
DR_50086,611,1890,2,2
DR_5046,559,2034,2,2
DR_54377,607,1788,2,2
DR_43118,558,1919,2,3
DR_69875,582,1302,2,2
DR_61789,570,1460,2,3
DR_34768,935,5373,2,2
DR_25103,1070,9219,2,2
DR_7244,1363,5130,4,2
DR_46384,1648,10336,4,2
DR_21528,1635,10284,4,3
DR_62398,840,1741,3,2
DR_19380,810,1878,3,2
DR_42995,576,1380,2,2
DR_12465,1661,29650,6,3
DR_23909,1699,12111,4,3
DR_55026,555,1702,2,2
DR_12722,1719,16050,6,1
DR_16437,1376,9345,6,3
DR_33750,1728,17988,5,3
DR_56181,591,1489,2,2
DR_41861,1710,25810,5,3
DR_66104,1333,7478,3,3
DR_66439,1788,23866,6,3
DR_13330,2020,26310,6,3
DR_61447,1667,13585,6,3
DR_63697,1733,22232,6,2
DR_40405,1705,19414,6,2
DR_35654,1691,24325,6,2
DR_22616,723,6921,2,3
DR_37513,1705,22826,5,1
DR_74135,543,2201,2,3
DR_59478,1751,12820,5,1
DR_40215,1732,17797,6,3
DR_16200,490,1318,2,3
DR_64145,1721,24548,6,2
DR_47407,1699,18825,6,2
DR_71156,1700,23870,6,1
DR_33476,1721,13393,5,3
DR_62732,1726,19248,6,2
DR_36495,1692,11499,4,3
DR_36161,491,1662,2,3
DR_37238,1725,18148,6,3
DR_74258,2016,17787,5,2
DR_57123,1734,23198,6,2
DR_36859,1965,9246,5,1
DR_34580,1706,19352,6,3
DR_4182,559,2243,2,3
DR_66630,1737,25716,6,1
DR_46301,1710,21564,6,2
DR_66853,2035,24320,5,1
DR_7477,1730,11870,5,2
DR_5875,673,1061,2,3
DR_19197,1584,10104,6,3
DR_35801,1678,14801,6,2
DR_57025,520,1784,2,2
DR_50586,613,3575,2,3
DR_29955,1568,12188,4,3
DR_4343,1636,19115,5,3
DR_56612,808,2888,2,3
DR_5860,543,1812,2,2
